matches_filters,acs_lower_rent_quartile_census_tract,acs_lower_rent_quartile_neighborhood_cluster,acs_lower_rent_quartile_ward,acs_median_rent_census_tract,acs_median_rent_neighborhood_cluster,acs_median_rent_ward,acs_upper_rent_quartile_census_tract,acs_upper_rent_quartile_neighborhood_cluster,acs_upper_rent_quartile_ward,added_to_catalog,anc,bldg_count,building_permits_census_tract,building_permits_neighborhood_cluster,building_permits_rate_census_tract,building_permits_rate_neighborhood_cluster,building_permits_rate_ward,building_permits_ward,bus_routes_nearby,cat_at_risk,cat_expiring,cat_failing_insp,cat_lost,cat_more_info,cat_replaced,category_code,census_tract,census_tract_2010,construction_permits_census_tract,construction_permits_neighborhood_cluster,construction_permits_rate_census_tract,construction_permits_rate_neighborhood_cluster,construction_permits_rate_ward,construction_permits_ward,contract_number,crime_count_census_tract,crime_count_neighborhood_cluster,crime_count_ward,crime_rate_census_tract,crime_rate_neighborhood_cluster,crime_rate_ward,fraction_black_census_tract,fraction_black_neighborhood_cluster,fraction_black_ward,fraction_foreign_census_tract,fraction_foreign_neighborhood_cluster,fraction_foreign_ward,fraction_single_mothers_census_tract,fraction_single_mothers_neighborhood_cluster,fraction_single_mothers_ward,geobg2020,geoblk2020,hud_mgr_name,hud_mgr_type,hud_own_effect_dt,hud_own_name,hud_own_type,id,id_census_tract,id_neighborhood_cluster,id_ward,in_dchousing,in_dhcd,in_prescat,income_per_capita_census_tract,income_per_capita_neighborhood_cluster,income_per_capita_ward,labor_participation_census_tract,labor_participation_neighborhood_cluster,labor_participation_ward,latitude,longitude,mar_id,most_recent_reac_score_date,most_recent_reac_score_id,most_recent_reac_score_num,most_recent_topa_date,nearest_metro_station,neighborhood_cluster,neighborhood_cluster_2000,neighborhood_cluster_desc,neighborhood_cluster_desc_2000,nlihc_id,non_violent_crime_count_census_tract,non_violent_crime_count_neighborhood_cluster,non_violent_crime_count_ward,non_violent_crime_rate_census_tract,non_violent_crime_rate_neighborhood_cluster,non_violent_crime_rate_ward,pbca,poverty_rate_census_tract,poverty_rate_neighborhood_cluster,poverty_rate_ward,proj_addre,proj_address_id,proj_ayb,proj_city,proj_eyb,proj_image_url,proj_name,proj_name_addre,proj_owner_type,proj_st,proj_streetview_url,proj_unit_tot_matches,proj_units_assist_max,proj_units_assist_min,proj_units_mar,proj_units_tot,proj_units_tot_mar,psa2012,residential_units_census_tract,residential_units_neighborhood_cluster,residential_units_ward,status,subsidized,subsidy_end_first,subsidy_end_last,subsidy_info_source_property,subsidy_start_first,subsidy_start_last,sum_appraised_value_current_impr,sum_appraised_value_current_land,sum_appraised_value_current_total,topa_count,unique_data_id,update_dtm,violent_crime_count_census_tract,violent_crime_count_neighborhood_cluster,violent_crime_count_ward,violent_crime_rate_census_tract,violent_crime_rate_neighborhood_cluster,violent_crime_rate_ward,ward,ward12,xcoord,ycoord,zip,zip_string,zone_census_tract,zone_neighborhood_cluster,zone_type_census_tract,zone_type_neighborhood_cluster,zone_type_ward,zone_ward,klass,previous_filters
TRUE,,-180818696,-131283925,,988,-30539980,,1215,-30539700,9/3/2015,ANC 7B,1,,,,,,,6,No,No,No,No,Yes,No,4 - More Info Needed,DC Tract 77.08,DC Tract 77.08,,,,,,,,,,,,,,,0.925250684,0.867653402,,0.065025828,0.04147863,,0.12075357,0.133892974,"DC Tract 77.08, block group 2","DC Tract 77.08, block 2010",,Individual,,,Individual,c02fde10-6623-45f4-9ea4-83df30c3474a,,11145112-1bb0-44a8-9ca1-1fee5f9a4980,3db2b486-6b0b-460b-9262-052e73155c53,,,,,19328.92331,26204.90839,,0.4650866,0.466984357,38.88262363,-76.96163971,15220,,,,7/20/2018,,Cluster 32,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park","River Terrace, Benning, Greenway, Dupont Park",NL000405,,,,,,,No,,0.210513522,0.23657441,501 32nd Street SE,15220,1953,Washington,1970,http://citizenatlas.dc.gov/mobilevideo/20041010/QA131853.jpg,501 32nd St,501 32nd St: 501 32nd Street SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88262363,-76.96163971&cbp=11,252.03817928741,,0,2.09",,,,4,4,,PSA 603,,6435,40634,Active,No,,,,,,147250,109280,256530,2,prescat_project,03SEP15:17:34:41,,,,,,,Ward 7,Ward 7,403328.33,134977.05,20019,ZIP 20019,,Cluster 32,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,585,-100564452,,1108,-29124020,,1413,1296,9/3/2015,ANC 8B,152,,,,,,,24,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 74.09,DC Tract 74.09,,,,,,,DC390005015,,,,,,,,0.877659193,0.868880812,,0.036172194,0.03304858,,0.225556909,0.162566757,"DC Tract 74.09, block group 3","DC Tract 74.09, block 3003",William C Smith & Co Inc,Profit motivated,1/30/2006,Hunter Pines Limited Partnership,Profit motivated,ce22ad0b-dc98-4eec-ac81-6f416e760903,,e92e60ef-b42a-49de-8344-45f9fe3dcdc2,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,19451.63835,23441.89576,,0.444667287,0.448563181,38.84403574,-76.97848706,298946,9/2/2021,170099da-964e-44f3-8ec7-7e9cbf953f7d,86,,,Cluster 38,Cluster 38,"Douglas, Shipley Terrace","Douglas, Shipley Terrace",NL000164,,,,,,,No,,0.305135735,0.296864592,3526 Stanton Road SE,298946,1953,Washington,1963,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Huntington Village,Huntington Village: 3526 Stanton Road SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84396007,-76.97864374&cbp=11,78.5741507879516,,0,2.09",,204,202,154,204,,PSA 704,,5211,42106,Active,Yes,5/31/2023,1/26/2036,,11/1/2001,1/26/2006,5317330,4494960,9812290,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 8,Ward 8,401867.5795,130693.0328,20020,ZIP 20020,,Cluster 38,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1A,1,,,,,,,23,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 31,DC Tract 31,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 31, block group 1","DC Tract 31, block 1001",Dolores Tucker - President,Individual,,Friendly Neighbors Cooperative Association,Non-profit,6234149e-e2b0-400e-b967-5276d25fc40d,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92949571,-77.02663941,231312,,,,,0.4,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL000369,,,,,,,No,,0.132064913,0.10259106,3128 Sherman Avenue NW,231312,1955,Washington,1967,http://citizenatlas.dc.gov/mobilevideo/20040901/D1090904.jpg,Friendly Neighbors Cooperative Association,Friendly Neighbors Cooperative Association: 3128 Sherman Avenue NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92949571,-77.02663941&cbp=11,266.217595617248,,0,2.09",,13,13,15,13,,PSA 302,,,47990,Active,Yes,3/1/2044,3/1/2044,,3/1/2004,3/1/2004,1167010,778000,1945010,0,prescat_project,27JAN20:10:10:04,,,,,,,Ward 1,Ward 1,397690.15,140179.87,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,866,-74408664,,1032,1113,,1458,1670,9/3/2015,ANC 1C,1,,,,,,,14,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 39.02,DC Tract 39,,,,,,,,,,,,,,,0.07432943,0.27258699,,0.162920287,0.199959303,,0.007461277,0.03784847,"DC Tract 39.02, block group 1","DC Tract 39.02, block 1002",,Individual,,,Individual,a5e8323c-fa02-46bc-8c76-450f9b4b0e58,,166f1576-8142-46aa-858e-8dbaca4cb44f,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,116925.1442,57968.60471,,0.790800907,0.701519365,38.9234787,-77.04533548,236619,,,,,0.44,Cluster 01,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights","Kalorama Heights, Adams Morgan, Lanier Heights",NL001031,,,,,,,No,,0.029561768,0.10259106,1919 Calvert Street NW,236619,1900,Washington,1965,http://citizenatlas.dc.gov/mobilevideo/20041004/M4080653.jpg,1919 Calvert Street NW,1919 Calvert Street NW: 1919 Calvert Street NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9234787,-77.04533548&cbp=11,353.640821529712,,0,2.09",,,,14,14,,PSA 303,,,47990,Active,No,,,,,,861040,491630,1352670,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 1,Ward 1,396068.72,139512.57,20009,ZIP 20009,,Cluster 01,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,771,-26035238,,-12443105,-69508867,,1449,1755,9/3/2015,ANC 5D,1,,,,,,,7,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 88.03,DC Tract 88.03,,,,,,,,,,,,,,,0.737902366,0.637404896,,0.108292475,0.101676665,,0.079300789,0.055080284,"DC Tract 88.03, block group 1","DC Tract 88.03, block 1013",,Individual,,,Individual,3f817f4d-5e6e-4910-b9f9-95c80828502d,,a0bdc9f3-f7b0-413a-acb4-dbcfb0dbbe80,9f91ef5e-3c44-408a-8393-f69535943b02,,,,,28150.90908,41407.12347,,0.574770838,0.572633796,38.91249683,-76.98582164,54991,,,,,,Cluster 23,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston","Ivy City, Arboretum, Trinidad, Carver Langston",NL000390,,,,,,,No,,0.217544234,0.151716304,1836 Central Place NE,54991,1955,Washington,1962,http://citizenatlas.dc.gov/mobilevideo/20040810/QA115233.jpg,1836 Central Place NE,1836 Central Place NE: 1836 Central Place NE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91249683,-76.98582164&cbp=11,231.09765483104,,0,2.09",,12,12,6,6,,PSA 505,,12565,46532,Active,Yes,,,,,,230980,180000,410980,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 5,Ward 5,401229.67,138292.61,20002,ZIP 20002,,Cluster 23,,neighborhood_cluster,ward,Ward 5,stay,TRUE
TRUE,,585,-100564452,,1108,-29124020,,1413,1296,9/3/2015,ANC 8B,1,,,,,,,24,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 74.09,DC Tract 74.09,,,,,,,DC39T841001,,,,,,,,0.877659193,0.868880812,,0.036172194,0.03304858,,0.225556909,0.162566757,"DC Tract 74.09, block group 2","DC Tract 74.09, block 2000","Quantum Real Estate Management, LLC",Profit motivated,10/9/1988,Robert L. Walker House Corporation,Non-profit,a6dfe763-f128-431d-a820-7f2564120473,,e92e60ef-b42a-49de-8344-45f9fe3dcdc2,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,19451.63835,23441.89576,,0.444667287,0.448563181,38.84744524,-76.97215964,289461,12/16/2021,39f8723a-40ea-4536-afa0-9a8458db9dbe,92,,,Cluster 38,Cluster 38,"Douglas, Shipley Terrace","Douglas, Shipley Terrace",NL000253,,,,,,,Yes,,0.305135735,0.296864592,2201 Savannah Street SE,289461,1987,Washington,1997,http://citizenatlas.dc.gov/mobilevideo/20041018/MI141759.jpg,Robert L Walker House,Robert L Walker House: 2201 Savannah Street SE,Non-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84744524,-76.97215964&cbp=11,159.527516283813,,0,2.09",,69,68,83,69,,PSA 704,,5211,42106,Active,Yes,2/1/2030,3/2/2034,,3/3/1989,3/1/1990,5198950,1349760,6548710,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 8,Ward 8,402416.76,131071.66,20020,ZIP 20020,,Cluster 38,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-180818696,-131283925,,988,-30539980,,1215,-30539700,9/3/2015,ANC 7F,80,,,,,,,15,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 77.03,DC Tract 77.03,,,,,,,,,,,,,,,0.925250684,0.867653402,,0.065025828,0.04147863,,0.12075357,0.133892974,"DC Tract 77.03, block group 2","DC Tract 77.03, block 2001",,Individual,,,Individual,38b7b7f4-db08-4b54-b9b4-56b095bef074,,11145112-1bb0-44a8-9ca1-1fee5f9a4980,3db2b486-6b0b-460b-9262-052e73155c53,,,,,19328.92331,26204.90839,,0.4650866,0.466984357,38.88720012,-76.95054388,147616,,,,,,Cluster 32,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park","River Terrace, Benning, Greenway, Dupont Park",NL000121,,,,,,,No,,0.210513522,0.23657441,10 Anacostia Road SE; 100 Ridge Road SE; 101 Ridge Road SE; others,147616,1959,Washington,1965,http://citizenatlas.dc.gov/mobilevideo/20041017/QH131115.jpg,Ft. Dupont Dwellings & Addition,Ft. Dupont Dwellings & Addition: 10 Anacostia Road SE; 100 Ridge Road SE; 101 Ridge Road SE; others,DC government,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88914634,-76.95106646&cbp=11,238.376317967435,,0,2.09",,123,123,149,123,,PSA 603,,6435,40634,Active,Yes,,,,,,3944660,8487100,12431760,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 7,Ward 7,404290.7854,135485.5431,20019,ZIP 20019,,Cluster 32,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,-109010846,-131283925,,1017,-30539980,,1318,-30539700,9/3/2015,ANC 7C,151,,,,,,,20,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 78.08,DC Tract 78.08,,,,,,,,,,,,,,,0.958301796,0.867653402,,0.023670268,0.04147863,,0.150209867,0.133892974,"DC Tract 78.08, block group 1","DC Tract 78.08, block 1004",,Individual,,Dcha,,8cf16295-ad33-4cb6-94e8-471279f76bb1,,d51c3340-d755-4f42-aca6-8a83ed736d33,3db2b486-6b0b-460b-9262-052e73155c53,,,,,20208.48854,26204.90839,,0.468451111,0.466984357,38.8938344,-76.92447662,150344,,,,,,Cluster 31,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",NL000249,,,,,,,No,,0.250395651,0.23657441,230 53rd Street NE; 232 53rd Street NE; 234 53rd Street NE; others,150344,1953,Washington,1953,http://citizenatlas.dc.gov/mobilevideo/20040721/DL101619.jpg,Richardson Dwellings,Richardson Dwellings: 230 53rd Street NE; 232 53rd Street NE; 234 53rd Street NE; others,DC government,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89294465,-76.92566307&cbp=11,265.990991033393,,0,2.09",,190,190,192,190,,PSA 608,,6432,40634,Active,Yes,,,,,,16571790,11651640,28223430,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 7,Ward 7,406551.7551,136223.5436,20019,ZIP 20019,,Cluster 31,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,-65691897,-100564452,,-77839317,-29124020,,1150,1296,9/3/2015,ANC 8E,11,,,,,,,24,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 97,DC Tract 97,,,,,,,,,,,,,,,0.921666238,0.868880812,,0.030382837,0.03304858,,0.130299332,0.162566757,"DC Tract 97, block group 2","DC Tract 97, block 2000",,Individual,,Community Preservation And Development Corp. / Lessie Powell,,36a78709-fa10-4e8f-afe6-4aced3e3f911,,419c47bf-f3aa-4dce-9529-a3a26533e44c,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,26763.08007,23441.89576,,0.468942703,0.448563181,38.83470301,-76.98637094,285926,,,,,,Cluster 39,Cluster 39,"Congress Heights, Bellevue, Washington Highlands","Congress Heights, Bellevue, Washington Highlands",NL000272,,,,,,,No,,0.285007708,0.296864592,1210 Southern Avenue SE; 1212 Southern Avenue SE; 1214 Southern Avenue SE; others,285926,1964,Washington,1976,http://citizenatlas.dc.gov/mobilevideo/20041018/OI132450.jpg,Southern Ridge Apts,Southern Ridge Apts: 1210 Southern Avenue SE; 1212 Southern Avenue SE; 1214 Southern Avenue SE; others,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83384302,-76.98560288&cbp=11,318.340228132978,,0,2.09",,105,105,118,105,,PSA 706,,15380,42106,Active,Yes,2/28/2025,2/28/2025,,2/28/1995,2/28/1995,,,,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 8,Ward 8,401183.32,129656.9046,20032,ZIP 20032,,Cluster 39,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-411138369,-131283925,,1044,-30539980,,1255,-30539700,9/3/2015,ANC 7C,1,,,,,,,10,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 78.04,DC Tract 78.04,,,,,,,,,,,,,,,0.93271946,0.867653402,,0.02111725,0.04147863,,0.203806016,0.133892974,"DC Tract 78.04, block group 1","DC Tract 78.04, block 1008",,Individual,,Marshall Heights Community Development,,7d2b9439-73e8-4bc1-bc37-0f9478ba2df9,,5ad473c9-10fc-4bad-a09a-1e0ff126b207,3db2b486-6b0b-460b-9262-052e73155c53,,,,,20741.21743,26204.90839,,0.431430325,0.466984357,38.89995677,-76.93802528,21578,,,,,,Cluster 30,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights","Mayfair, Hillbrook, Mahaning Heights",NL000400,,,,,,,No,,0.331123389,0.23657441,4425 Nannie Helen Burroughs Avenue NE,21578,1947,Washington,1977,http://citizenatlas.dc.gov/mobilevideo/20040719/DJ100232.jpg,Willis Paul Greene Manor (Marshall Heights Community Dev),Willis Paul Greene Manor (Marshall Heights Community Dev): 4425 Nannie Helen Burroughs Avenue NE,Community organization,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89995677,-76.93802528&cbp=11,205.942607463421,,0,2.09",,,,61,61,,PSA 602,,4323,40634,Active,No,,,,,,3652540,243180,3895720,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 7,Ward 7,405375.93,136902.29,20019,ZIP 20019,,Cluster 30,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,-323981136,-100564452,,904,-29124020,,1185,1296,9/3/2015,ANC 8A,1,,,,,,,9,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 75.04,DC Tract 75.04,,,,,,,DC39L000004,,,,,,,,0.940586972,0.868880812,,0.022548318,0.03304858,,0.215998568,0.162566757,"DC Tract 75.04, block group 1","DC Tract 75.04, block 1000",Franklin Johnston Group Management & Development,Profit motivated,12/20/2000,East River Preservation Partners LLC,Non-profit,34226b5f-b7d4-4175-a7f8-53dea7362ad9,,929a5f4c-1812-411a-a278-a14848d23c1f,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,21665.18182,23441.89576,,0.409806729,0.448563181,38.86247352,-76.97991013,150123,10/2/2018,e935894d-5b3e-46cb-a2d3-8671f5cc57ff,89,8/20/2015,,Cluster 28,Cluster 28,Historic Anacostia,Historic Anacostia,NL000316,,,,,,,Yes,,0.39853257,0.296864592,1737 W Street SE,150123,1948,Washington,1978,http://citizenatlas.dc.gov/mobilevideo/20040824/DO105516.jpg,W Street Apts,W Street Apts: 1737 W Street SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86247352,-76.97991013&cbp=11,221.667232529029,,0,2.09",,18,18,19,18,,PSA 701,,2640,42106,Active,Yes,10/31/2022,7/1/2031,,7/1/2001,11/1/2001,432650,576000,1008650,2,prescat_project,08DEC22:13:26:48,,,,,,,Ward 8,Ward 8,401743.59,132739.73,20020,ZIP 20020,,Cluster 28,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1D,1,,,,,,,37,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 27.02,DC Tract 27.02,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 27.02, block group 4","DC Tract 27.02, block 4003",EJF Real Estate,Individual,,Crestwood Cooperative Inc,Non-profit,c6eb1bed-be87-4b4a-9a9a-856924bad78a,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92848101,-77.03776714,236397,,,,,0.27,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL000361,,,,,,,No,,0.132064913,0.10259106,1630 Irving Street NW,236397,1916,Washington,1985,http://citizenatlas.dc.gov/mobilevideo/20040921/DL113830.jpg,Crestwood Cooperative,Crestwood Cooperative: 1630 Irving Street NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92848101,-77.03776714&cbp=11,177.520750145103,,0,2.09",,22,22,22,22,,PSA 302,,,47990,Active,Yes,,,,,,1474610,983080,2457690,0,prescat_project,27JAN20:10:10:04,,,,,,,Ward 1,Ward 1,396725.24,140067.57,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1A,1,,,,,,,39,No,Yes,No,No,Yes,No,4 - More Info Needed,DC Tract 28.02,DC Tract 28.02,,,,,,,DC39T792004,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 28.02, block group 3","DC Tract 28.02, block 3000",Woodley Housing Corporation,Non-profit,9/23/1983,Woodley Housing Corporation,Non-profit,9c83edca-f3ed-4901-b433-ff8c94469ff5,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92774206,-77.03363217,226642,3/24/2022,54a0b2fb-25e6-49b2-bd18-1a236ac61c57,51,5/31/2018,0.11,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL000334,,,,,,,Yes,,0.132064913,0.10259106,1421 Columbia Road NW,226642,1910,Washington,1910,http://citizenatlas.dc.gov/mobilevideo/20040826/EQ093226.jpg,Woodley House,Woodley House: 1421 Columbia Road NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92774206,-77.03363217&cbp=11,347.533217351165,,0,2.09",,6,6,30,6,,PSA 302,,,47990,Active,Yes,10/1/2023,3/27/2034,,11/1/1983,12/28/1983,7216780,3092870,10309650,8,prescat_project,08DEC22:13:26:48,,,,,,,Ward 1,Ward 1,397083.75,139985.4,20009,ZIP 20009,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,-323981136,-100564452,,904,-29124020,,1185,1296,9/3/2015,ANC 8A,2,,,,,,,21,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 75.03,DC Tract 75.03,,,,,,,,,,,,,,,0.940586972,0.868880812,,0.022548318,0.03304858,,0.215998568,0.162566757,"DC Tract 75.03, block group 2","DC Tract 75.03, block 2008",,Individual,,Finsbury Square Limited Partnership,,227b9ca1-0b82-43b7-b613-3c8f1c2f7ffb,,929a5f4c-1812-411a-a278-a14848d23c1f,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,21665.18182,23441.89576,,0.409806729,0.448563181,38.86139101,-76.98357407,290082,,,,,,Cluster 28,Cluster 28,Historic Anacostia,Historic Anacostia,NL000106,,,,,,,No,,0.39853257,0.296864592,1560 Butler Street SE,290082,1963,Washington,1973,http://citizenatlas.dc.gov/mobilevideo/20040823/DN072857.jpg,Finsbury Square Apts,Finsbury Square Apts: 1560 Butler Street SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86127399,-76.98355843&cbp=11,42.1643728594225,,0,2.09",,50,50,24,50,,PSA 701,,2640,42106,Active,Yes,7/18/2021,1/1/2036,,1/1/2006,7/18/2006,635360,845640,1481000,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 8,Ward 8,401425.62,132619.5,20020,ZIP 20020,,Cluster 28,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-323981136,-100564452,,904,-29124020,,1185,1296,9/3/2015,ANC 8A,1,,,,,,,15,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 75.04,DC Tract 75.04,,,,,,,,,,,,,,,0.940586972,0.868880812,,0.022548318,0.03304858,,0.215998568,0.162566757,"DC Tract 75.04, block group 2","DC Tract 75.04, block 2005",,Individual,,"Bethany, Inc.",,73615d9d-e65e-4f05-8318-00dc7d99e6eb,,929a5f4c-1812-411a-a278-a14848d23c1f,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,21665.18182,23441.89576,,0.409806729,0.448563181,38.86385044,-76.97930516,57429,,,,,,Cluster 28,Cluster 28,Historic Anacostia,Historic Anacostia,NL000139,,,,,,,No,,0.39853257,0.296864592,1715 V Street SE,57429,1940,Washington,1990,http://citizenatlas.dc.gov/mobilevideo/20041012/MC130746.jpg,Good Hope House,Good Hope House: 1715 V Street SE,Non-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86385044,-76.97930516&cbp=11,184.547835471905,,0,2.09",,8,8,8,8,,PSA 701,,2640,42106,Active,Yes,3/31/2015,3/31/2015,,3/31/2005,3/31/2005,839410,206720,1046130,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 8,Ward 8,401796.06,132892.59,20020,ZIP 20020,,Cluster 28,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,572,-31899726,,1005,-31899447,,1379,-31899173,9/3/2015,ANC 2F,1,,,,,,,70,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 50.03,DC Tract 50.02,,,,,,,,,,,,,,,0.305241521,0.146156952,,0.105146652,0.165834378,,0.026247134,0.011793706,"DC Tract 50.03, block group 1","DC Tract 50.03, block 1001",,Individual,,"N Street Village, Inc. / Steve Sharp",,2aa48fb9-51bd-4b33-8dfc-5d6011e6f39b,,10bd8edf-2eb8-498e-8455-6aa1c7a1c05b,e6ccab8a-f086-47b0-8d92-941d9c5dc6ae,,,,,74992.87058,54049.26637,,0.736421852,0.64542383,38.90758771,-77.03172527,225359,,,,,0.47,Cluster 07,Cluster 7,"Shaw, Logan Circle","Shaw, Logan Circle",NL000209,,,,,,,No,,0.106569689,0.088357169,1301 14th Street NW,225359,1900,Washington,1974,http://citizenatlas.dc.gov/mobilevideo/20040815/QF131142.jpg,N Street Village (Eden House),N Street Village (Eden House): 1301 14th Street NW,Non-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90758771,-77.03172527&cbp=11,78.6804032381436,,0,2.09",,94,94,51,94,,PSA 307,,,56407,Active,Yes,12/4/2026,12/4/2026,,12/4/1996,12/4/1996,2741540,709100,3450640,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 2,Ward 2,397248.32,137748.04,20005,ZIP 20005,,Cluster 07,,neighborhood_cluster,ward,Ward 2,stay,TRUE
