HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,LATITUDE,LONGITUDE,FIPS2010,N_UNITS,LI_UNITS,YR_PIS,YR_ALLOC,TYPE,BASIS,NONPROG
DCB20141006,SEVERNA ON K,43 K ST NW,WASHINGTON,DC,20001,38.90267944,-77.01037598,4701,133,101,2014,2012,1,2,
DCB20142001,LINCOLN WESTMORELAND APARTMENTS,"1730 7TH STREET, NW",WASHINGTON,DC,20001,38.91331482,-77.02213287,4901,110,110,2014,2014,1,2,
DCB20142002,SOME SCATTERED SITES II,"1151 NEW JERSEY AVENUE, NW",WASHINGTON,DC,20001,38.90494919,-77.01439667,4701,27,27,2014,2013,2,2,
DCB20142003,SHERIDAN STATION III,"2516 STANTON ROAD, SE",WASHINGTON,DC,20020,38.85927963,-76.99472809,7401,133,133,2014,2015,1,2,
DCB20150002,TRINITY PLAZA,21 ATLANTIC ST SW,WASHINGTON,DC,20032,38.83166885,-77.00880432,9807,49,49,2015,2013,1,2,
DCB20151001,EASTBROOKE APARTMENTS,"323 62ND STREET, NE",WASHINGTON,DC,20019,38.89374542,-76.91207886,7808,39,39,2015,2014,1,2,
DCB20151002,VISIONARY SQUARE APARTMENTS,"2401 WASHINGTON PLACE, NW",WASHINGTON,DC,20018,38.92196655,-76.99363708,9102,47,47,2015,2016,1,2,
DCB20151003,WEINBERG COMMONS,"5078 BENNING ROAD, SE",WASHINGTON,DC,20019,38.87647247,-76.93097687,7707,36,36,2015,2015,1,2,
DCB20152001,BRIGHTWOOD COMMUNITIES,"5805 14TH STREET, NW",WASHINGTON,DC,20011,38.96040344,-77.03316498,2001,141,127,2015,9999,2,2,
DCB20160001,CHANNING E. PHILLIPS HOMES,"1710 7TH STREET, NW",WASHINGTON,DC,20001,38.91296005,-77.02213287,4901,56,56,2016,2015,1,2,
DCB20161001,2321 4TH STREET,"2321 4TH STREET, NE",WASHINGTON,DC,20002,38.92083359,-77.00034332,9204,116,116,2016,2014,1,2,
DCB20161002,GROVE AT PARKSIDE,600 KENILWORTH TERRACE NE,WASHINGTON,DC,20019,38.89837265,-76.95079041,9602,186,186,2016,9999,1,2,
DCB20161003,HIGHLAND TERRACE,"852 BARNABY STREET, SE",WASHINGTON,DC,20032,38.83217239,-76.99144745,9802,124,124,2016,2014,2,2,
DCB20161004,METRO VILLAGE,"7053 SPRING PLACE, NW",WASHINGTON,DC,20012,38.97626877,-77.01894379,1702,150,123,2016,9999,2,2,
DCB20161005,NORTH CAPITOL COMMONS,1005 NORTH CAPITOL STREET,WASHINGTON,DC,20001,38.90316772,-77.0087738,10600,124,124,2016,2014,1,2,
DCB20161006,PHYLLIS WHEATLEY,901 RHODE ISLAND AVENUE,WASHINGTON,DC,20001,38.91181564,-77.024086,4901,84,84,2016,2014,2,2,
DCB20161007,THE BIXBY,"601 L STREET, SE",WASHINGTON,DC,20003,38.87735367,-76.99754333,7200,195,39,2016,9999,1,2,
DCB20162001,770 C STREET APARTMENTS,"770 C STREET, SE",WASHINGTON,DC,20001,38.88618851,-76.99482727,6700,34,34,2016,9999,1,2,
DCB20162002,GIRARD STREET APARTMENTS,"1545 GIRARD STREET,,NE",WASHINGTON,DC,20018,38.92677689,-76.98261261,9301,25,25,2016,2014,2,2,
DCB20162003,THE ARRIS WORKFORCE,"1331 4TH STREET, SE",WASHINGTON,DC,20003,38.88069916,-76.98880005,7100,327,66,2016,9999,1,2,
DCB20163001,RESIDENCES AT BEACON CENTER,"6100 GEORGIA AVENUE, NW",WASHINGTON,DC,20011,38.96376419,-77.02802277,1804,99,99,2016,2018,1,2,
DCB20171001,BRIGHTWOOD-LONGFELLOW,"734 LONGFELLOW STREET, NW",WASHINGTON,DC,20011,38.95726013,-77.02293396,2101,60,51,2017,2015,2,2,
DCB20171002,REV G SMITH APARTMENTS,"2335 ALTAMONT PLACE, SE",WASHINGTON,DC,20032,38.86397934,-76.97109985,7605,37,37,2017,2015,2,2,
DCB20171003,ST. STEPHENS APARTMENTS,"4000 BENNING ROAD, NE",WASHINGTON,DC,20019,38.89344788,-76.94535828,7803,71,71,2017,2016,2,2,
DCB20171004,WAH LUCK HOUSE,"800 6TH STREET, NW",WASHINGTON,DC,20001,38.89982224,-77.02011871,5800,153,152,2017,9999,2,2,
DCB20172001,ATLANTIC GARDEN APARTMENTS,"4214 FOURTH STREET, SE",WASHINGTON,DC,20032,38.82805252,-77.00035858,9811,108,108,2017,2015,2,2,
DCB20172003,BOWEN FLATS,"2620 BOWEN ROAD, SE",WASHINGTON,DC,20020,38.85923386,-76.99154663,7407,41,41,2017,2015,1,1,
DCB20172004,GLENN ARMS APARTMENTS,"2518 17TH STREET, NW",WASHINGTON,DC,20009,38.92357635,-77.03923035,3800,57,57,2017,2016,2,2,
DCB20172005,HEDIN HOUSE APARTMENTS,"2900 NEWTON STREET, NE",WASHINGTON,DC,20018,38.93426132,-76.96673584,9400,48,48,2017,2016,2,2,
DCB20172006,HOMESTEAD APARTMENTS,"812 JEFFERSON STREET, NW",WASHINGTON,DC,20011,38.95508957,-77.02436829,2101,55,45,2017,2016,2,2,
DCB20173001,WEST END-SQUARE 50,"1211 23RD STREET, NW",WASHINGTON,DC,20037,38.90581131,-77.04990387,5500,55,55,2017,9999,1,2,
DCB20180001,PARKCHESTER APARTMENTS,"2704 WADE ROAD, SE",WASHINGTON,DC,20020,38.85879517,-76.99721527,7401,94,94,2018,9999,2,2,
DCB20180002,PORTNER FLATS APARTMENTS,"1440 V STREET, NW",WASHINGTON,DC,20009,38.91793823,-77.0322113,4300,96,96,2018,9999,1,2,
DCB20180003,RESIDENCES AT HAYES,"5201 HAYES STREET, NE",WASHINGTON,DC,20019,38.89958191,-76.92667389,7804,150,150,2018,9999,2,2,
DCB20180004,SARAH'S CIRCLE APARTMENTS,"2551 17TH STREET, NW",WASHINGTON,DC,20009,38.92432785,-77.03884888,3800,49,49,2018,2017,2,2,
DCB20180005,THE BALDWIN,"1300 H STREET, NE",WASHINGTON,DC,20002,38.90037155,-76.98829651,8410,33,33,2018,2017,2,2,
DCB20181001,BENNING HEIGHTS APARTMENTS,"4800 ALABAMA AVENUE, NE",WASHINGTON,DC,20019,38.88174438,-76.93946838,9907,148,146,2018,2017,2,1,
DCB20181002,PLAZA WEST APARTMENTS,"1035 4TH STREET, NW",WASHINGTON,DC,20001,38.90301132,-77.01595306,4701,233,233,2018,2016,1,1,
DCB20181003,SOME-THE CONWAY CENTER,"120 45TH STREET, NE",WASHINGTON,DC,20019,38.8914566,-76.93796539,7803,182,182,2018,2015,1,1,
DCB20182001,POMEROY GARDENS,"2408 POMEROY ROAD, SE",WASHINGTON,DC,20020,38.85621262,-76.98731995,7406,60,60,2018,2015,2,2,
DCB20190001,MAPLE VIEW FLATS,2228 MARTIN LUTHER KING JR. SE,WASHINGTON,DC,20020,38.86359787,-76.99032593,7503,114,114,2019,2017,1,2,
DCB20191001,CITY VIEW APARTMENTS,"2580 DOUGLASS PLACE, SE",WASHINGTON,DC,20020,38.86439896,-76.97329712,7605,58,58,2019,2017,2,2,
DCB20191002,ELEVEN64 APARTMENTS,"1164 BLADENSBURG AVENUE, NE",WASHINGTON,DC,20002,38.90505981,-76.98045349,8804,65,65,2019,9999,1,2,
DCB20191003,HARLOW (AKA SQUARE 769N),"1100 2ND PLACE, SE",WASHINGTON,DC,20003,38.87719727,-77.00274658,7200,36,36,2019,9999,1,2,
DCB20191004,MILESTONE SENIOR,"3605 MINNESOTA AVENUE, SE",WASHINGTON,DC,20019,38.8876152,-76.95439911,7703,28,28,2019,2017,1,2,
